BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,ADU/Legalization Units,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BMR Reporting Year,BlockLot,PPTS Project ID
2.00105E+11,2940 FOLSOM ST,RENOVATION OF AN EXISTING COMMPERCIAL BUILDING TO CREATE THREE TOWNHOUSE UNITS,0,3,3,3,3,0,4/14/2005,4/14/2005,0,0,0,0,0,3,FALSE,9,Mission,8 - Mission,Mission (EN),3,Full Building Permit,9/17/2001,9/17/2001,RH-2,,2005,6525008,
2.00206E+11,453 RAYMOND AV,ERECT A THREE STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,4/14/2005,4/14/2005,0,0,0,0,0,1,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,2,Site Permit,2/9/2004,2/18/2004,RH-1,,2005,6244075,2002.1228
2.00303E+11,3130 NORIEGA ST,ERECT A FOUR STORY BLDG WITH NINE RESIDENTIAL UNITS AND RETAIL SPACE,0,9,9,9,9,0,4/14/2005,4/14/2005,0,0,0,0,0,9,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,2,Full Building Permit,7/17/2003,7/17/2003,NC-1,,2005,2011007,Multiple
2.00406E+11,851 POST ST,CORRECT THE RELORD AND RESTORE LEGAL USE OF BLDG TO TWENTY THREE UNITS. CFC 399417 ISSUED 7/21/80.,23,23,24,1,1,0,4/14/2005,4/14/2005,0,0,0,0,0,1,FALSE,3,Tenderloin,4 - Downtown,,3,Full Building Permit,2/28/2005,2/28/2005,RC-4,,2005,0303017,
2.00308E+11,902 RHODE ISLAND ST,INTERIOR RENOVATIONS. ADD KITCHEN NEW GARAGE DOOR TO EXISTING LOWER LEVEL. REPLACE WINDOWS,0,1,1,1,1,0,4/15/2005,4/15/2005,0,0,0,0,0,1,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),3,Full Building Permit,8/4/2004,8/4/2004,RH-3,,2005,4094018,
2.00303E+11,879 34TH AV,VERTICAL ADDITION TO ADD 1 UNIT.,1,2,2,1,1,0,4/19/2005,4/19/2005,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Site Permit,12/24/2003,12/24/2003,RH-2,,2005,1677010E,
2.00306E+11,554 VALLEY ST,DEMOLISH 2-STORY SINGLE FAMILY DWELLING,1,0,0,-1,-1,0,4/20/2005,4/20/2005,0,0,0,0,0,-1,FALSE,8,Noe Valley,7 - Central,,6,Full Building Permit,12/23/2004,12/23/2004,RH-1,,2005,6611018,Multiple
2.00005E+11,1874 CHURCH ST,REVERT (E) 4 UNIT BACK INTO ORIGINAL 3-UNIT STRUCTURE,4,3,3,-1,-1,0,4/22/2005,4/22/2005,0,0,0,0,0,-1,FALSE,8,Glen Park,7 - Central,,3,Full Building Permit,8/10/2000,8/10/2000,RH-2,,2005,6655021,
2.00406E+11,1874 CHURCH ST,DWELLING UNIT REMOVAL FROM 3 TO 2.,3,2,2,-1,-1,0,4/22/2005,4/22/2005,0,0,0,0,0,-1,FALSE,8,Glen Park,7 - Central,,3,Full Building Permit,1/12/2005,1/12/2005,RH-2,,2005,6655021,2004.0606
2.0031E+11,475 TEHAMA ST,ERECT A 4 STORY 12 UNIT RESIDENTIAL BLDG,0,12,12,12,12,0,4/25/2005,4/25/2005,0,0,0,1,1,11,FALSE,6,South of Market,9 - South of Market,Central SoMa,2,Site Permit,6/11/2004,6/11/2004,MUR,,2005,3732082,2023-007757PRX
2.00504E+11,470 ELIZABETH ST #0,ESTABLISH THE RECORD THAT THE BUILDING HAS 3 UNITS PER CFC #8703044 AND SUPERCEDE CFC 9802505,3,3,4,1,1,0,4/25/2005,4/25/2005,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,8,Full Building Permit,4/21/2005,4/21/2005,RH-3,,2005,3653021,
2.00406E+11,907 SOUTH VAN NESS AV,COMPLY WITH 3R REPORT #3761 INCLUDING DEMOLITION OF ILLEGAL UNIT IN BASEMENT,3,3,2,-1,-1,0,4/27/2005,4/27/2005,0,0,0,0,0,-1,FALSE,9,Mission,8 - Mission,Mission (EN),3,Full Building Permit,6/30/2004,6/30/2004,RH-3,,2005,3611031,
2.00408E+11,647 MINNA ST,REMODEL (E) NON CONFORMING UNIT & ADDITION TO BACK OF UNIT BELOW (E) DECK. REPAIR REAR STAIR AS REQ',4,5,5,1,1,0,4/27/2005,4/27/2005,0,0,0,0,0,1,FALSE,6,South of Market,4 - Downtown,Western SoMa (EN),3,Full Building Permit,9/16/2004,9/16/2004,RED,,2005,3727074,
2.00112E+11,355 20TH AV,DEMOLISH A THREE STORY TWO FAMILY DWELLING,2,0,0,-2,-2,0,4/29/2005,4/29/2005,0,0,0,0,0,-2,FALSE,1,Outer Richmond,1 - Richmond,,6,Full Building Permit,11/20/2003,11/20/2003,RM-1,,2005,1452011,2002.0937
2.00209E+11,4005 MISSION ST,"NEW BUILDING 4 STORIES, 3 FAMILY CONDOMINIUM, NO BASEMENT.",0,3,3,3,3,0,4/29/2005,4/29/2005,0,0,0,0,0,3,FALSE,9,Bernal Heights,11 - Bernal Heights,,2,Site Permit,6/7/2004,6/8/2004,NC-1,,2005,5835075,2002.083
2.00311E+11,2964 25TH ST,ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG,0,3,3,3,3,0,5/2/2005,5/2/2005,0,0,0,0,0,3,FALSE,9,Mission,8 - Mission,Mission (EN),2,Site Permit,8/12/2004,10/4/2004,RH-3,,2005,4268013,2005.0112
2.00504E+11,24 EDITH ST,PERMIT FILED TO CORRECT PUBLIC RECORD TO LEAGALIZE BUILDING AS CONTAINING ONE UNIT,2,1,1,-1,-1,0,5/2/2005,5/2/2005,0,0,0,0,0,-1,FALSE,3,North Beach,3 - Northeast,,8,Full Building Permit,4/27/2005,4/27/2005,RH-3,,2005,0077003,
2.0021E+11,421 TURK ST,ERECT EIGHT STORY 29 DWELLING UNITS,0,29,29,29,29,0,5/3/2005,5/3/2005,0,28,0,0,28,1,FALSE,5,Tenderloin,4 - Downtown,,1,Full Building Permit,9/5/2003,9/5/2003,C-3-G,100% Affordable,2005,0346017,2000.259
2.00502E+11,274 CRESCENT AV,CONVERT (E) SINGLE FAMILY DWELLING INTO 2 UNIT BLDNG. - REF. TO PA#2005/01/25/3944,1,2,2,1,1,0,5/9/2005,5/9/2005,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,3,Full Building Permit,4/29/2005,4/29/2005,RH-2,,2005,5806025,2007.0271
2.00007E+11,1117 OCEAN AV,ERECT 4 STORIES OF 9 DWELLING UNITS.,0,9,9,9,9,0,5/11/2005,5/11/2005,0,0,0,0,0,9,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,Balboa Park,2,Site Permit,4/10/2001,12/17/2002,NCT-OCEAN,,2005,6944041,Multiple
2.00207E+11,1301 POLK ST,REMODEL OF EXIST 108 UNITS TO 72 UNITS APARTMENT FOR LOW-INCOME SENIOR CITIZENS. COMMUNITY SPACES ..,91,72,72,-19,-19,0,5/11/2005,5/11/2005,0,0,0,0,0,-19,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,8/7/2003,8/7/2003,NCD-POLK,,2005,0667003,
2.00301E+11,5199 MISSION ST,"ERECT APARTMENTS, PRIVATE GARAGE.",0,37,37,37,37,0,5/11/2005,5/11/2005,0,36,0,0,36,1,FALSE,11,Excelsior,12 - South Central,,2,Full Building Permit,11/10/2003,11/10/2003,NCD-EXCELSIOR,100% Affordable,2005,6463083,2002.0013
2.0021E+11,132 MONTEREY BL,ERECT A THREE STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,5/12/2005,5/12/2005,0,0,0,0,0,1,FALSE,7,West of Twin Peaks,13 - Ingleside,,2,Site Permit,6/15/2004,6/17/2004,RH-2,,2005,6769012,2003.0355
2.00408E+11,1679 ALEMANY BL,DEMOLISHG ILEGAL UNITS AT BASEMENT TO REVERT BACK TO LAST LEGAL USE AS PER CITY VIOLATION 200451328*,1,1,0,-1,-1,0,5/12/2005,5/12/2005,0,0,0,0,0,-1,FALSE,11,Outer Mission,12 - South Central,,3,Full Building Permit,12/16/2004,12/16/2004,RH-1,,2005,3206017,
2.00104E+11,271 17TH AV,VERTICAL & HORIZONTAL ADDITION,1,2,2,1,1,0,5/13/2005,5/13/2005,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Site Permit,4/16/2003,10/23/2003,RH-2,,2005,1416015,
2.00212E+11,850 ARKANSAS ST,ERECT A THREE STORY TWO UNIT RESIDENTIAL BLDG,0,2,2,2,2,0,5/16/2005,5/16/2005,0,0,0,0,0,2,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),2,Full Building Permit,10/21/2003,10/21/2003,RH-2,,2005,4162029,2002.0106
2.00204E+11,626 29TH ST,DEMOLISH A ONE STORY SINGLE FAMILY DWELLING,1,0,0,-1,-1,0,5/17/2005,5/17/2005,0,0,0,0,0,-1,FALSE,8,Noe Valley,7 - Central,,6,Full Building Permit,8/13/2003,8/13/2003,RH-1,,2005,7536009,
2.0041E+11,120 PEABODY ST,ABATE ONE REAR UNIT. LEGALIZE REMOVE OF 1 KITCHEN & 2 BATH ON GROUND FLOOR. REMOVE ILLEGAL KITCHEN,2,2,1,-1,-1,0,5/17/2005,5/17/2005,0,0,0,0,0,-1,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,8,Full Building Permit,10/28/2004,10/28/2004,RH-1,,2005,6305004,
2.00104E+11,535 33RD AV,TO ERECT 4 STORY 2 FAMILY DWELLING,0,2,2,2,2,0,5/18/2005,5/18/2005,0,0,0,0,0,2,FALSE,1,Outer Richmond,1 - Richmond,,2,Site Permit,4/1/2003,4/3/2003,RH-2,,2005,1511006,
2.00008E+11,626 29TH ST,"ERECT ONE-FAMILY DWELLING UNIT, ONE 4-STORIES, TYPE-V STRUCTURE.",0,3,3,3,3,0,5/20/2005,5/20/2005,0,0,0,0,0,3,FALSE,8,Noe Valley,7 - Central,,2,Site Permit,8/13/2003,8/15/2003,RH-1,,2005,7536009,
2.00503E+11,114 29TH ST,DEMOLISH REAR COTTAGE .,1,0,0,-1,-1,0,5/26/2005,5/26/2005,0,0,0,0,0,-1,FALSE,8,Noe Valley,7 - Central,,6,Full Building Permit,5/26/2005,5/26/2005,RH-3,,2005,6617009,
2.00106E+11,509 FREDERICK ST,ERECT A 4 STORY THREE UNIT RESIDENTIAL BLDG,0,3,3,3,3,0,5/27/2005,5/27/2005,0,0,0,0,0,3,FALSE,8,Inner Sunset,14 - Inner Sunset,,2,Site Permit,6/4/2004,6/8/2004,RM-1,,2005,1266038,2002.1309
2.00207E+11,80 EXETER ST,VERTICAL ADDITION-ADD A SECOND STORY TO EXISTG 2 CAR GARAGE AT FRONT OF LOT AND KEEP EXISTING STRUCT,0,1,1,1,1,0,5/31/2005,5/31/2005,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Site Permit,2/17/2004,,RH-1,,2005,5464020,
2.00305E+11,1747 QUESADA AV,HORIZONTAL ADDITION ON GROUND FLOOR,1,2,2,1,1,0,6/3/2005,6/3/2005,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,3/17/2004,3/17/2004,RH-2,,2005,5338042,
2.00402E+11,1449 LOMBARD ST,CONVERT 2/F OFFICE TO RESID'L CONVERT 3/F OFFICE TO RES'L CONVERT 2/F REAR ROOF TO DECK,0,2,2,2,2,0,6/3/2005,6/3/2005,0,0,0,0,0,2,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,3/10/2005,3/10/2005,NC-3,,2005,0503022,2003.1241
9917934S,442 20TH AV,ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG,0,3,3,3,3,0,6/3/2005,6/3/2005,0,0,0,0,0,3,FALSE,1,Outer Richmond,1 - Richmond,,2,Site Permit,7/29/2004,7/29/2004,RM-1,,2005,1525034,Multiple
2.00502E+11,932 WAWONA ST,"NOV 200557333, RESTORE GROUND AREA TO AS SHOWN ON APP 9418043. REMOVE CABINETS, RESTORE LAUNDRY RM",1,1,0,-1,-1,0,6/6/2005,6/6/2005,0,0,0,0,0,-1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,8,Full Building Permit,2/14/2005,2/14/2005,RH-1,,2005,2476027,
2.00311E+11,32 CROSS ST,IN RESPONSE TO N.OV#200341619 (LEGALIZE OR REMOVE 2ND UNIT):CHANGE AN EXTERIOR STAIR INTO AN INTERIO,1,1,0,-1,-1,0,6/8/2005,6/8/2005,0,0,0,0,0,-1,FALSE,11,Excelsior,12 - South Central,,3,Site Permit,4/22/2004,5/3/2004,RH-1,,2005,6462014,
2.0021E+11,1835 19TH AV,TO ERECT 3 STORY 2 FAMILY DWELLING,0,2,2,2,2,0,6/9/2005,6/9/2005,0,0,0,0,0,2,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,2,Site Permit,10/3/2003,4/16/2004,RH-2,,2005,2056007,2003.0139
2.00307E+11,469 TEHAMA ST,ERECT 4 STORY 6 DWELLING RESIDENTIAL BLDG,0,6,6,6,6,0,6/9/2005,6/9/2005,0,0,0,0,0,6,FALSE,6,South of Market,9 - South of Market,Central SoMa,2,Site Permit,6/18/2004,6/22/2004,MUR,,2005,3732085,2004.0864
2.0031E+11,470 CLEMENTINA ST,ERECT A 4 STORY 12 UNIT RESIDENTIAL BLDG.,0,12,12,12,12,0,6/9/2005,6/9/2005,0,0,1,0,1,11,FALSE,6,South of Market,9 - South of Market,Central SoMa,2,Site Permit,6/3/2004,6/8/2004,MUR,Incl: On-Site BMR,2005,3732073,2003.0797
2.00503E+11,748 FELL ST #0,REMOVE 2 ILLEGAL UNITS TO CLEAR NOV 200455051.UNITS ARE LOCATED AT 1/F,6,4,4,-2,-2,0,6/9/2005,6/9/2005,0,0,0,0,0,-2,FALSE,5,Hayes Valley,5 - Western Addition,,8,Full Building Permit,3/23/2005,3/23/2005,RM-1,,2005,0821012,
2.00108E+11,50 JULIAN AV,"ERECT 4 STORIES OF 20 CONGRAGATE UNITS - RESIDENTIAL CARE, MEETING ROOMS, OFFICES, PARKING",0,20,20,20,20,0,6/13/2005,6/13/2005,20,0,0,0,20,0,FALSE,9,Mission,8 - Mission,Mission (EN),2,Site Permit,7/22/2002,4/11/2003,NCT-VALENCIA,100% Affordable,2005,3547022,2023-007748PRX
2.00307E+11,512 CAMPBELL AV,ERECT 3 STORIES OF 1 DWELLING UNIT,0,1,1,1,1,0,6/13/2005,6/13/2005,0,0,0,0,0,1,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,2,Site Permit,6/30/2004,6/30/2004,RH-1,,2005,6202005,
2.00403E+11,1469 VAN DYKE AV,ERECT A 2 STORIES 1 DWELLING UNIT BLDG.,0,1,1,1,1,0,6/13/2005,6/13/2005,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,2,Site Permit,10/8/2004,10/8/2004,RH-1,,2005,4829023,
2.00403E+11,1465 VAN DYKE AV,ERECT A 2 STORIES 1 DWELLING UNIT BLDG.,0,1,1,1,1,0,6/13/2005,6/13/2005,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,2,Full Building Permit,10/13/2004,10/13/2004,RH-1,,2005,4829024,
2.00302E+11,263 DOLORES ST,"CONVERT GROND FL TO RESIDENTIAL UNIT, 2 BEDRMS, 2 BATHRMS, KITCHEN, LIVING/DININGRMS. PARKING @ (E)",2,3,3,1,1,0,6/14/2005,6/14/2005,0,0,0,0,0,1,FALSE,8,Mission,8 - Mission,Market and Octavia,3,Site Permit,12/15/2003,12/15/2003,RTO,,2005,3556030,2003.0597
2.00404E+11,248 LONDON ST,GROUND FLOOR WILL BE CONVER INTO A 2ND UNIT.,1,2,2,1,1,0,6/14/2005,6/14/2005,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Full Building Permit,10/1/2004,10/1/2004,RH-2,,2005,6014011,2004.0025
2.0041E+11,2716 PINE ST,PREVIOUS OWNER (WILLIAMS) PULLED PERMIT 1971 TO CONVERT PROP FRM 2 UNITS/FLATS TO A 3 UNIT APT HOUSE,3,2,2,-1,-1,0,6/15/2005,6/15/2005,0,0,0,0,0,-1,FALSE,2,Pacific Heights,5 - Western Addition,,3,Full Building Permit,5/27/2005,5/27/2005,RH-2,,2005,1028012,2004.1246
2.00101E+11,1120 NAPLES ST,ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG,0,3,3,3,3,0,6/23/2005,6/23/2005,0,0,0,0,0,3,FALSE,11,Excelsior,12 - South Central,,2,Site Permit,3/25/2003,3/26/2003,NCD-EXCELSIOR,,2005,6482044,2004.0085
9907413S,829 DE HARO ST,ERECT A FOUR STORY TWO UNIT RESIDENTIAL BLDG,0,2,2,2,2,0,6/27/2005,6/27/2005,0,0,0,0,0,2,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),2,Site Permit,7/26/2002,7/31/2002,RH-2,,2005,4096061,Multiple
9918023S,35 CRANE ST,ERECT A ONE STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,6/27/2005,6/27/2005,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,2,Site Permit,2/27/2001,3/1/2001,RH-1,,2005,5464040,
9918024,35 CRANE ST,DEMOLISH A TWO STORY SINGLE FAMILY DWELLING,1,0,0,-1,-1,0,6/27/2005,6/27/2005,0,0,0,0,0,-1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/27/2001,2/27/2001,RH-1,,2005,5464040,
2.00109E+11,458 11TH AV,TO ERECT 4 STORY NEW BLDG WITH 2 DWELLING UNITS,0,2,2,2,2,0,6/29/2005,6/29/2005,0,0,0,0,0,2,FALSE,1,Inner Richmond,1 - Richmond,,2,Site Permit,11/21/2003,12/3/2003,RH-2,,2005,1534030,2003.0044
2.00312E+11,175 RAE AV,ERECT A THREE STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,7/1/2005,7/1/2005,0,0,0,0,0,1,FALSE,11,Outer Mission,12 - South Central,,2,Site Permit,7/27/2004,7/27/2004,RH-1,,2005,7100019,
2.00211E+11,1477 RHODE ISLAND ST,ERECT ONE 4-STORY- 2 DWELLING RESIDENTIALSTRUCTURAL,0,2,2,2,2,0,7/5/2005,7/5/2005,0,0,0,0,0,2,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),2,Site Permit,4/29/2004,4/29/2004,RH-2,,2005,4282A026,2003.0736
2.00403E+11,227 LONDON ST,"BSMT UNIT-LIVING,DINING,KITCHEN,BEDROOM&BATHROOM.REPL WATER HEATER&GAS FURNACE.REMODEL 2/FL BATHRM.",1,2,2,1,1,0,7/6/2005,7/6/2005,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Full Building Permit,9/3/2004,9/3/2004,RH-2,,2005,6015034B,
2.00404E+11,737 PINE ST,"RESTORE KITCHEN, BATHROOM. RESTORE ORG UNIT TO ORG CONDITION, DECISION BOARD OF APPEALS 03-150",39,40,40,1,1,0,7/6/2005,7/6/2005,0,0,0,0,0,1,FALSE,3,Nob Hill,3 - Northeast,,3,Site Permit,10/4/2004,10/4/2004,RM-4,,2005,0272001B,
2.00206E+11,646 LAKEVIEW AV,"NEW BUILDING - 1 DWELLING, 3 STORIES BUILDING.",0,1,1,1,1,0,7/15/2005,7/15/2005,0,0,0,0,0,1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,2,Site Permit,10/7/2004,10/7/2004,RH-1,,2005,7016021,2003.0368
2.00212E+11,1532 COLE ST,`,0,2,2,2,2,0,7/15/2005,7/15/2005,0,0,0,0,0,2,FALSE,8,Inner Sunset,7 - Central,,2,Site Permit,11/25/2003,12/3/2003,RH-2,,2005,1293016,2003.0588
2.00308E+11,1637 19TH ST,TO DEMOLISH 2 STORY 2 UNIT RESIDENTIAL BUILDING,2,0,0,-2,-2,0,7/15/2005,7/15/2005,0,0,0,0,0,-2,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),6,Full Building Permit,9/17/2004,9/17/2004,RH-2,,2005,4069026,2005.0325
2.00208E+11,760 TREAT AV,PROPOSED ADDITION OF 4TH FLOOR TO AN EXISTING 3 STORY TWO UNIT BUILDING TO ACCOMODATE ONE ADDITIONAL,2,3,3,1,1,0,7/19/2005,7/19/2005,0,0,0,0,0,1,FALSE,9,Mission,8 - Mission,Mission (EN),3,Site Permit,6/16/2003,6/16/2003,RH-3,,2005,3612057,
2.0021E+11,571 VALLEY ST,ERECT A NEW 4 STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,7/19/2005,7/19/2005,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,2,Site Permit,6/24/2004,7/20/2004,RH-1,,2005,7536020,2003.1268
2.00409E+11,650 20TH AV,PRESENT TWO UNITS ON 2ND FLR TO BE CONVERTED TO ONE UNIT. WORK INCLUDES DEMOLITION OF 2 EXISTING **,3,2,2,-1,-1,0,7/20/2005,7/20/2005,0,0,0,0,0,-1,FALSE,1,Outer Richmond,1 - Richmond,,3,Full Building Permit,10/26/2004,10/26/2004,RH-2,,2005,1625019,
2.00505E+11,135 VICTORIA ST,REMOVE ILLEGAL UNIT ON GROUND FLOOR. -COMPLAINT#200453825.,1,1,0,-1,-1,0,7/20/2005,7/20/2005,0,0,0,0,0,-1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,8,Full Building Permit,5/19/2005,5/19/2005,RH-1,,2005,7118013,
9925758S,981 GREENWICH ST,ERECT A THREE STORY THREE UNIT RESIDENTIAL BLDG,0,3,3,3,3,0,7/21/2005,7/21/2005,0,0,0,0,0,3,FALSE,3,Russian Hill,3 - Northeast,,2,Site Permit,8/2/2001,8/3/2001,RM-1,,2005,0092044,2002.0792
2.00205E+11,28 ORIZABA AV,ERECT 3 STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,7/22/2005,7/22/2005,0,0,0,0,0,1,FALSE,11,Outer Mission,12 - South Central,,2,Site Permit,1/24/2003,8/14/2003,RH-1,,2005,7155045,
9918617,2 WALL PL,ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG,0,3,3,3,3,0,7/25/2005,7/25/2005,0,0,0,0,0,3,FALSE,3,Russian Hill,3 - Northeast,,2,Full Building Permit,6/3/2004,6/3/2004,RM-3,,2005,0184013B,2005.0083
9912968S,139 STILLMAN ST,ERECT A THREE STORY EIGHT UNIT LIVE/WORK BLDG,0,8,8,8,8,0,7/26/2005,7/26/2005,0,0,0,0,0,8,FALSE,6,South of Market,9 - South of Market,Central SoMa,2,Site Permit,12/12/2000,12/28/2000,CMUO,,2005,3762125,1999.06
2.00207E+11,843 SAN JOSE AV,"DEMOLISH A ONE STORY, SINGLE FAMILY DWELLING",1,0,0,-1,-1,0,7/27/2005,7/27/2005,0,0,0,0,0,-1,FALSE,9,Bernal Heights,11 - Bernal Heights,,6,Full Building Permit,6/10/2005,6/10/2005,RH-2,,2005,6660035,2002.0902
2.00209E+11,1144 PLYMOUTH AV,DEMOLISH A ONE STORY TWO UNIT RESIDENTIAL BLDG,2,0,0,-2,-2,0,7/28/2005,7/28/2005,0,0,0,0,0,-2,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,6,Full Building Permit,5/16/2005,5/16/2005,RH-2,,2005,6943034,2004.0758
2.00209E+11,1144 PLYMOUTH AV,DEMOLISH ONE STORY 2 DWELLING UNITS,2,0,0,-2,-2,0,7/28/2005,7/28/2005,0,0,0,0,0,-2,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,6,Full Building Permit,5/16/2005,5/16/2005,RH-2,,2005,6943034,2004.0758
2.00308E+11,1734 LOMBARD ST,ERECT A FOUR STORY EIGHT UNIT RESIDENTIAL BLDG WITH COML,0,8,8,8,8,0,7/28/2005,7/28/2005,0,0,0,0,0,8,FALSE,2,Marina,2 - Marina,,2,Site Permit,5/20/2004,5/24/2004,NC-3,,2005,0495027,2004.0966
2.00311E+11,110 TUCKER AV,"ERECT 1 3-STORY TYPE V, 1 DWELLING UNIT  BUILDING",0,1,1,1,1,0,7/29/2005,7/29/2005,0,0,0,0,0,1,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,2,Full Building Permit,11/16/2004,11/16/2004,RH-1,,2005,6201004,
2.00312E+11,151 LELAND AV,CONVERT (E) OFFICE SPACE 2ND FLR INTO 2 DWELLING UNITS W/(E) 2 CAR PARKING. BOTH UNITS W/3 BEDRMS.,0,2,2,2,2,0,7/29/2005,7/29/2005,0,0,0,0,0,2,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,3,Site Permit,7/22/2004,8/2/2004,NC-2,,2005,6251001,
2.00409E+11,1891 24TH AV,REMOVE ILLEGAL UNIT 1ST FLOOR-CONVERT TO BED ROOM.,2,1,1,-1,-1,0,8/3/2005,8/3/2005,0,0,0,0,0,-1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,8,Full Building Permit,9/1/2004,9/1/2004,RH-1,,2005,2061020,
2.00309E+11,1615 BAKER ST,RAISE HOUSE ONE STORY TO CREATE NEW 2 BEDROOM APT. AND NEW 2 CAR GARAGE AT GRD FL. NEW INTERIOR,1,2,2,1,1,0,8/4/2005,8/4/2005,0,0,0,0,0,1,FALSE,2,Presidio Heights,1 - Richmond,,3,Site Permit,8/16/2004,8/23/2004,RH-2,,2005,1047003,
2.0021E+11,3953 24TH ST,ERECT A 4 STORY 4 UNIT RESIDENTIAL BLDG WITH COMMERCIAL,0,4,4,4,4,0,8/5/2005,8/5/2005,0,0,0,0,0,4,FALSE,8,Noe Valley,7 - Central,,2,Site Permit,5/28/2004,8/31/2004,NCD-24TH-NOE-VALLEY,,2005,6508032,2003.009
2.00407E+11,1598 SHRADER ST,TO DEMOLISH A 2 STORIES SINGLE FAMILY DWELLING. ( FRONT & REAR BLDG).,1,0,0,-1,-1,0,8/5/2005,8/5/2005,0,0,0,0,0,-1,FALSE,8,Inner Sunset,7 - Central,,6,Full Building Permit,8/5/2005,8/5/2005,RH-2,,2005,1294021,Multiple
2.00507E+11,32 HARRIS PL,FOR ADMINISTRATIVE PURPOSES TO ESTABLISH LEGAL USE AND OCCUPANCY AS 2 FAMILY DWELLING PER ASSESSORS,2,2,3,1,1,0,8/9/2005,8/9/2005,0,0,0,0,0,1,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,8/8/2005,8/8/2005,RH-2,,2005,0519026,
2.00209E+11,75 DORE ST,ERECT A 5 STORY 98 DWELLING UNITS,0,98,98,98,98,0,8/10/2005,8/10/2005,0,98,0,0,98,0,FALSE,6,South of Market,9 - South of Market,Western SoMa (EN),2,Site Permit,10/15/2003,6/13/2003,NCT-FOLSOM,100% Affordable,2005,3518045,2002.0261
2.00012E+11,1065 DE HARO ST,TO ERECT  2 DWELLING AND 3 STORY  NEW BLDG,0,2,2,2,2,0,8/12/2005,8/12/2005,0,0,0,0,0,2,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),2,Site Permit,11/14/2002,11/18/2002,RH-2,,2005,4160053,2004.0167
